19.108637465681078;98.99892715364076;7.0
120.16856763604962;72.3545078470057;3.0
191.13606315319944;33.15882457136002;6.0
86.15691189280992;10.82346235031142;6.0
126.99607997368838;39.54235082980875;9.0
22.01527360815776;94.74677982151908;2.0
52.7089290702832;69.10364092264221;6.0
76.5840169598752;79.38819021762166;5.0
192.21149496126358;48.9418840263762;3.0
26.52157036760505;35.758812568370466;5.0
0.003507037161987192;81.53977525371205;3.0
24.88491224195606;22.017875034392485;3.0
12.9769682795005;71.39426938816304;6.0
151.72679886905462;54.30672491840626;10.0
180.08770706977694;12.014908695210814;9.0
119.46034233152743;82.30361186804733;3.0
135.47121873887176;27.365342288249373;7.0
51.80179961362814;22.196258421562042;3.0
104.57865064401481;91.38480176971649;4.0
69.02249277806638;94.96518104114772;10.0
